,DATETIMERECEIVEDUTC,DATETIMECOMPLETEDUTC,WORKORDERREFNO,OBJECTID,FACILITYID,INTID,COUNCILDISTRICT,SERVICERECORDID,SERVICECATEGORY,DATETIMERECEIVED,STATUS,DATETIMECOMPLETED,DETAILSUMMARY,LATITUDE,LONGITUDE,IMAGENAME,HYPERLINK,MYSANJOSEREFNO,LASTUPDATETHIRTYDAYS,LASTUPDATE,NOTES,ENTERPRISEID,GlobalID
1719,1603815600000,1603817160000,WO-0000377635,1720,95150,95150,7,,Debris & Illegal Dumping,1603790400000,Closed,1603791960000,"2 Garbage , 2 General Debris , 1 Other Furniture , 2 Refrigerator , 2 Washer/Dryer, ",37.317129,-121.834213,,,,1601208064000,1603825267000,2 washers 2 fridge and debris,IWM-ILDM-0000095150,{791573BE-AFB6-48D4-8A5C-E20A222EB7F6}
1720,1492123020000,1493141800000,WO-0000033579,1721,13027,13027,2,,Debris & Illegal Dumping,1492097820000,Closed,1493116600000,1 Mattress,37.233162,-121.763166,,,,1598363216000,1600986109000,c/s - Prindiville Dr- mattress,IWM-ILDM-0000013027,{393E2A96-67A3-411C-A4F7-487FB20149E9}
1721,1540943037000,1541097960000,WO-0000168602,1722,43376,43376,8,238927,Debris & Illegal Dumping,1540917837000,Closed,1541072760000,1 Construction Debris,37.30229819,-121.81020599,,,181030-000456,1598363313000,1644606319000,Multiple traffic cones,IWM-ILDM-0000043376,{B0687C32-1F2F-4658-8032-CC7EE8B04791}
1722,1591385809000,1591413300000,WO-0000344769,1723,84907,84907,6,550031,Debris & Illegal Dumping,1591360609000,Closed,1591388100000,,37.31344866,-121.91542342,,,200605-000507,1598362491000,1600986109000,Deland Ave. and Kingman Ave. Refrigerator dumped on sidewalk,IWM-ILDM-0000084907,{D63F73A2-A8E7-4BD0-8911-4CDED7183F84}
1723,1618438418000,1618517040000,WO-0000416440,1724,106056,106056,4,699799,Debris & Illegal Dumping,1618413218000,Closed,1618491840000,1 Mattress,37.38718226,-121.85675134,,,210414-000634,1615906904000,1618524106000,Mattress and box spring on Helmsley Dr,IWM-ILDM-0000106056,{BC8DE505-696C-4E27-80EB-26ACF7173485}
1724,1594402120000,1594933080000,WO-0000353333,1725,87667,87667,10,570373,Debris & Illegal Dumping,1594376920000,Closed,1594907880000,"2 Garbage , 1 Shopping Cart",37.22942057,-121.77982934,,,200710-000191,1598362854000,1644606319000,Abandoned shopping cart full of junk. It has been there for many months. Please remove it. Thank you.,IWM-ILDM-0000087667,{4F6311D2-EC4A-4EDC-B192-1DF0648D9436}
1725,1515352707000,1516214598000,WO-0000084900,1726,24354,24354,8,102258,Debris & Illegal Dumping,1515323907000,Closed,1516185798000,3 General Debris,37.3126564,-121.78194427,,,180107-000087,1598362606000,1600986109000,"Junk, chair, wood, bbq grill, toy basket ball hoop.",IWM-ILDM-0000024354,{CF3BB900-2B00-4B93-8CB3-EC8E7DD192E6}
1726,1479936300000,1480276800000,WO-0000023211,1727,9664,9664,3,,Debris & Illegal Dumping,1479907500000,Closed,1480248000000,1 Couch,37.359548,-121.887355,,,,1598362994000,1600986109000,couch,IWM-ILDM-0000009664,{E64326C0-3DF0-45B1-ADC4-232A82BB2717}
1727,1519925754000,1520107860000,WO-0000099572,1728,27594,27594,3,128014,Debris & Illegal Dumping,1519896954000,Closed,1520079060000,1 Couch,37.3416908,-121.8831984,,,180301-000081,1598362606000,1600986109000,"Driving West on St. John Street, there is illegal dumping (couch, misc) on the corner of 9th street and St. John Street.  It is not on the street, but on the grass area between the sidewalk and street.  Thank you",IWM-ILDM-0000027594,{A9090AB4-8E4A-4586-9401-91E62F5825A0}
1728,1632938765000,1632942490000,WO-0000461582,1729,120320,120320,7,835417,Debris & Illegal Dumping,1632913565000,Closed,1632917290000,"1 Other Furniture , 1 Refrigerator",37.3069253,-121.8303506,,,210929-000333,1630346470000,1632963672000,"Freezer, dresser and 1109 Bellingham Dr",IWM-ILDM-0000120320,{5F324076-50C8-465A-9D2E-7F8F57EFBA52}
1729,1609890549000,1609972920000,WO-0000391395,1730,98827,98827,3,644091,Debris & Illegal Dumping,1609861749000,Closed,1609944120000,1 Mattress,37.34140512,-121.88023805,,,210105-000538,1607360463000,1609981265000,Mattress,IWM-ILDM-0000098827,{93433437-833D-45BF-B0B4-05EAC99A6FBD}
1730,1554132920000,1554232680000,WO-0000209926,1731,52183,52183,6,307095,Debris & Illegal Dumping,1554107720000,Closed,1554207480000,1 General Debris,37.31884694,-121.89067226,,,190401-000075,1598362835000,1644606319000,Junk on parkstrip,IWM-ILDM-0000052183,{6D2E30EC-5B22-4BC5-ADAD-1A61B28EA216}
1731,1590618222000,1590692400000,WO-0000341178,1732,83735,83735,7,541456,Debris & Illegal Dumping,1590593022000,Closed,1590667200000,,37.28216959,-121.83810226,,,200527-000556,1598362573000,1600986109000,Rancho Drive next to the Rancho Steak House,IWM-ILDM-0000083735,{3DB14B5E-38FB-4B81-B10F-E5A57509E7B3}
1732,1666728582000,1666889280000,WO-0000539908,1733,143468,143468,4,1126853,Debris & Illegal Dumping,1666703382000,Closed,1666864080000,6 Garbage,37.370493,-121.866981,,,221025-000632,1664316095000,1666933297000,Across from 1799 a suitcase and cart,IWM-ILDM-0000143468,{36D5AB85-AE2D-4B77-9988-EA48AE7711A5}
1733,1476370620000,1476394823000,WO-0000020839,1734,8775,8775,6,,Debris & Illegal Dumping,1476345420000,Closed,1476369623000,4 Shopping Cart,37.344593,-121.917724,,,,1598362791000,1644606319000,2 empty carts,IWM-ILDM-0000008775,{0769A4CF-E71C-491B-9E07-0B53FF12D454}
1734,1588622643000,1589828400000,WO-0000335021,1735,81666,81666,8,526408,Debris & Illegal Dumping,1588597443000,Closed,1589803200000,,37.32641175,-121.76905751,,,200504-000430,1598362975000,1600986109000,"Boxes and dog food dumped on North side of Quimby Rd, just East of Murillo",IWM-ILDM-0000081666,{654E9F76-EB0C-4497-969C-7996DDE3FB39}
1735,1623426780000,1623426840000,WO-0000432418,1736,111320,111320,6,,Debris & Illegal Dumping,1623401580000,Closed,1623401640000,"2 Couch , 2 Other Furniture",37.308596,-121.921247,,,,1620820896000,1623438099000,2 sofas and 2 chairs,IWM-ILDM-0000111320,{4AE71302-2195-4E29-8A24-9F311337C25A}
1736,1538179902000,1539974400000,WO-0000159603,1737,41367,41367,1,225033,Debris & Illegal Dumping,1538154702000,Closed,1539949200000,"3 Garbage , 1 Other Furniture",37.31934288,-121.96415775,,,180928-000388,1598363037000,1600986109000,Abandoned furniture and trash. Looks like Mr Yahya came over to this neighborhood to dump his crap. Check out the mailing label amongst the trash pile. I think you shoukd fine him.,IWM-ILDM-0000041367,{58D5BCC5-523A-44B5-97AA-B5F9BDEA31F7}
1737,1609895231000,1610134680000,WO-0000391419,1738,98837,98837,3,644192,Debris & Illegal Dumping,1609866431000,Closed,1610105880000,"1 Couch , 1 Garbage",37.3412343,-121.88536766,,,210105-000617,1607551271000,1610172077000,Couch,IWM-ILDM-0000098837,{CE0B020E-0B7C-48AD-98EC-51F4F489CF18}
1738,1603475026000,1603521480000,WO-0000376878,1739,94929,94929,8,616970,Debris & Illegal Dumping,1603449826000,Closed,1603496280000,2 Mattress,37.33119583,-121.77126624,,,201023-000168,1600873263000,1603490465000,"Two mattresses (large and smaller) on n/b Murillo Ave. @ Slopeview Dr. (on MURILLO AVE).  They've been there since, at least, Monday, 10/19/2020.  Thanks.",IWM-ILDM-0000094929,{6356DBA1-6264-4606-857F-ED43DC3EC060}
1739,1611688864000,1611691200000,WO-0000396185,1740,100185,100185,6,653123,Debris & Illegal Dumping,1611660064000,Closed,1611662400000,,37.3194821,-121.9178436,,,210126-000212,1609088480000,1611709285000,"Mattress & wood furniture on Chiechi Ave, on sidewalk, next to 1520 Scott Street, red zone & adjacent to a yellow fire hydrant # A-01912.",IWM-ILDM-0000100185,{B1832987-873F-4C52-A420-1B63895D14B5}
1740,1654649050000,1654965840000,WO-0000511349,1741,134923,134923,2,1012593,Debris & Illegal Dumping,1654623850000,Closed,1654940640000,"1 Construction Debris , 6 Mattress , 2 General Debris , 8 Other Furniture",37.2590731,-121.8022982,,,220607-000961,1652565720000,1655182924000,On street,IWM-ILDM-0000134923,{DB98A02F-551F-4A8D-AA9B-F4B178350C51}
1741,1571686389000,1572020400000,WO-0000274492,1742,66639,66639,6,417700,Debris & Illegal Dumping,1571661189000,Closed,1571995200000,"2 Mattress , 1 General Debris , 1 Other Furniture , 1 Yard Waste",37.312009,-121.92429543,,,191021-000332,1598362674000,1600986109000,People insist on dumping in this area. Something needs to be done.,IWM-ILDM-0000066639,{A96BD089-F42F-4FF8-AA92-620F80E3B4E9}
1742,1537221718000,1537240020000,WO-0000156052,1743,40662,40662,2,219335,Debris & Illegal Dumping,1537196518000,Closed,1537214820000,,37.2582241,-121.8235884,,,180917-000470,1598363069000,1600986109000,Twin mattress blocking sidewalk on corner of Sigrid and banana grove,IWM-ILDM-0000040662,{65010B15-77CA-4A30-8BA2-CE4F364ED00D}
1743,1615993200000,1616517900000,WO-0000408243,1744,103792,103792,8,,Debris & Illegal Dumping,1615968000000,Closed,1616492700000,,37.27298,-121.74435,,,,1613944906000,1616562117000,Bags of trash,IWM-ILDM-0000103792,{BF4A311E-8441-45EB-BF55-FB847EECAA3A}
1744,1508600468000,,WO-0000068634,1745,20985,20985,2,68408,Debris & Illegal Dumping,1508575268000,Closed,,,37.25913468,-121.84698343,,,171021-000033,1598363385000,1644606319000,Reopening incorrectly closed https://sanjose.custhelp.com/app/service_details/value/67945.  Please read that for all details.,IWM-ILDM-0000020985,{BBD561A6-F97A-41A5-974B-1ED2892FDB49}
1745,1509394380000,1509457500000,WO-0000070602,1746,21370,21370,4,72139,Debris & Illegal Dumping,1509369180000,Closed,1509432300000,"1 Couch , 6 E-waste, 4 Garbage , 1 General Debris , 2 Tire , 1 Yard Waste",37.4189172,-121.8608861,,,171030-000349,1598362634000,1600986109000,"Chair, table and chairs, car bench",IWM-ILDM-0000021370,{65952DF7-5490-4214-B88B-88C33D5CED01}
1746,1553876338000,,WO-0000209281,1747,52032,52032,6,306180,Debris & Illegal Dumping,1553851138000,Closed,,,37.3292618,-121.9302338,,,190329-000089,1598363382000,1600986109000,TEST - Please close,IWM-ILDM-0000052032,{07E0B109-F3F2-49C7-9DED-7797D06FE2C1}
1747,1632935400000,1632935520000,WO-0000461569,1748,120295,120295,5,,Debris & Illegal Dumping,1632910200000,Closed,1632910320000,"1 Couch , 1 Washer/Dryer, ",37.352674,-121.841233,,,,1630324869000,1632942070000,Couch and dryer,IWM-ILDM-0000120295,{65714268-7E8A-4365-8C60-E93CC1AA5B4B}
1748,1666292999000,,WO-0000538920,1749,143163,143163,9,1123155,Debris & Illegal Dumping,1666267799000,Closed,,,37.25984412,-121.8792391,,,221020-000520,1663696915000,1666314116000,"2-drawer metal file cabinet. As driving to 1125 Quail Run Ct, it is before this address, on the left.",IWM-ILDM-0000143163,{799FEEA1-FC02-454B-8F80-07FA03749DBC}
1749,1624582452000,,WO-0000436634,1750,112664,112664,5,755788,Debris & Illegal Dumping,1624557252000,Closed,,,37.33430872,-121.83431821,,,210624-000797,1622030493000,1624647698000,Junk,IWM-ILDM-0000112664,{7EABB30F-0887-4826-9097-6AB51B00FB05}
1750,1560749820000,1560964320000,WO-0000233659,1751,57650,57650,10,,Debris & Illegal Dumping,1560724620000,Closed,1560939120000,,37.239428,-121.803753,,,,1598362621000,1644606319000,Furniture dumped,IWM-ILDM-0000057650,{B3370B50-4395-4C7A-95AA-1D28D3CB000A}
1751,1459192260000,1459910400000,WO-0000008688,1752,3156,3156,9,,Debris & Illegal Dumping,1459167060000,Closed,1459885200000,,37.269165,-121.940235,,,,1598362690000,1600986109000,CS Joseph Ave - couch & toys,IWM-ILDM-0000003156,{22355F5D-6BAB-42DA-BBCC-EA7B8DA42B37}
1752,1573671180000,1573671360000,WO-0000281902,1753,68209,68209,7,,Debris & Illegal Dumping,1573642380000,Closed,1573642560000,1 Couch,37.305849,-121.82397,,,,1598362673000,1600986109000,Couch,IWM-ILDM-0000068209,{C82F79D3-139D-42B0-AAD7-5C5787FB1FAF}
1753,1577776437000,1578950280000,WO-0000296417,1754,71487,71487,8,454715,Debris & Illegal Dumping,1577747637000,Closed,1578921480000,1 Tire,37.34338681,-121.80416465,,,191230-000702,1598362676000,1600986109000,"The guy from 3192 was working on his vehicle at around 4am on 12/30/19 and at 4:04 am he rolled an old tire down the street, the tire hit a parked vehicle and came to rest on the curb.",IWM-ILDM-0000071487,{12C765AC-13F5-4591-928B-D7630D2F21CD}
1754,1551727200000,1551727320000,WO-0000201377,1755,50448,50448,3,,Debris & Illegal Dumping,1551698400000,Closed,1551698520000,1 General Debris,37.314361,-121.88261,,,,1598363026000,1600986109000,Camper shell,IWM-ILDM-0000050448,{58A5A3D8-B283-4400-B019-E42EA17AEC1F}
1755,1619657046000,1619718300000,WO-0000420083,1756,107169,107169,6,710667,Debris & Illegal Dumping,1619631846000,Closed,1619693100000,,37.29729605,-121.92808379,,,210428-000779,1617105667000,1619722871000,On north side of Los Gatos Creek Trail (berm obscures  with seeing 2 doors & a dozen white trim boards) about halfway between Bascom & Leigh.,IWM-ILDM-0000107169,{265D4D40-927B-4F01-96BA-137D5F5DDE1D}
1756,1629218372000,1629392880000,WO-0000451619,1757,117734,117734,4,800612,Debris & Illegal Dumping,1629193172000,Closed,1629367680000,,37.4089717,-121.8748949,,,210817-000194,1626818503000,1629435713000,"In the gutter, intersection  on Via Del Sol at Junewood:  Kingsized mattress",IWM-ILDM-0000117734,{0BCCC2B2-6688-4E0E-9247-BFC5DF2C02E5}
1757,1553364963000,1553723400000,WO-0000207430,1758,51650,51650,1,303267,Debris & Illegal Dumping,1553339763000,Closed,1553698200000,1 Couch,37.29878278,-121.94566954,,,190323-000064,1598362917000,1600986109000,Green Couch has been abandoned for over a week.  On the grass/curb,IWM-ILDM-0000051650,{2C1B5111-9494-4648-BC9C-CBCCEE3A6D7C}
1758,1522977083000,1523051220000,WO-0000108706,1759,29612,29612,7,143622,Debris & Illegal Dumping,1522951883000,Closed,1523026020000,,37.28536509,-121.84353643,,,180405-000477,1598363065000,1600986109000,"The heap of trash is still here, waiting...",IWM-ILDM-0000029612,{98E4C477-A34C-4AA6-9337-17C3FB29A888}
1759,1611966759000,1612878000000,WO-0000397271,1760,100395,100395,5,655008,Debris & Illegal Dumping,1611937959000,Closed,1612849200000,,37.3570754,-121.8571649,,,210129-000394,1610316075000,1612936883000,At the park.,IWM-ILDM-0000100395,{7695CA17-602F-4D94-B014-EF4FA1CB6842}
1760,1635091860000,1635528420000,WO-0000466619,1761,121692,121692,6,,Debris & Illegal Dumping,1635066660000,Closed,1635503220000,"1 Garbage , 3 Other Furniture",37.319688,-121.917167,,,,1632952877000,1635570080000,Misc items - picture is too blurr,IWM-ILDM-0000121692,{BC4C81E2-B928-41D5-95CA-5DB53E524F04}
1761,1625615511000,1626200460000,WO-0000439861,1762,113777,113777,5,764987,Debris & Illegal Dumping,1625590311000,Closed,1626175260000,,37.34517756,-121.83220019,,,210706-001054,1623621713000,1626238932000,"Baby swing , chair and toy",IWM-ILDM-0000113777,{68BF04A9-E2B3-4558-B1A1-5E814A8FC5DF}
1762,1522000325000,,WO-0000105733,1763,28918,28918,3,138476,Debris & Illegal Dumping,1521975125000,Closed,,,37.3387201,-121.871794,,,180325-000027,1598363375000,1600986109000,Furniture Small cabinet,IWM-ILDM-0000028918,{A506B964-44ED-4288-A6AF-D6B52528F58B}
1763,1616699238000,1617310620000,WO-0000410631,1764,104474,104474,3,685353,Debris & Illegal Dumping,1616674038000,Closed,1617285420000,,37.36044745,-121.9000598,,,210325-000326,1614722512000,1617339721000,a homeless person unloaded his garbage in our loading area with his parked vehicle.,IWM-ILDM-0000104474,{BEE1EE08-087D-465F-9FB1-68F4F40C4CF8}
1764,1655313120000,1655314200000,WO-0000512670,1765,135348,135348,2,,Debris & Illegal Dumping,1655287920000,Closed,1655289000000,"1 Garbage , 2 General Debris , 1 Other Furniture",37.278813,-121.816158,,,,1652702479000,1655319681000,Chair and debris,IWM-ILDM-0000135348,{BD1AA419-8BE9-4960-8C08-749F5852FF5F}
1765,1561758840000,1561761000000,WO-0000237922,1766,58550,58550,3,,Debris & Illegal Dumping,1561733640000,Closed,1561735800000,,37.319219,-121.884211,,,,1598363165000,1600986109000,Alleyway #2 proactive inspection.  Nothing to report,IWM-ILDM-0000058550,{91D0DB7E-F963-436D-B81A-46446779908F}
1766,1631124923000,1631218140000,WO-0000457073,1767,119107,119107,2,818747,Debris & Illegal Dumping,1631099723000,Closed,1631192940000,"3 Construction Debris , 3 Garbage , 3 General Debris , 2 Hazardous Waste , 3 Universal Waste , 3 Treated Wood Waste",37.25890448,-121.8428379,,,210908-000349,1628618463000,1644606319000,Illegal Dumping,IWM-ILDM-0000119107,{731C0F42-5159-4239-B76F-7331EA22B03D}
1767,1593901320000,1593908220000,WO-0000352046,1768,87260,87260,10,,Debris & Illegal Dumping,1593876120000,Closed,1593883020000,,37.237954,-121.886615,,,,1598362802000,1600986109000,Box in roadway.,IWM-ILDM-0000087260,{42275058-7BC8-4F01-B447-546FC4BC8848}
1768,1555344061000,1555444920000,WO-0000214054,1769,53177,53177,3,313980,Debris & Illegal Dumping,1555318861000,Closed,1555419720000,4 Garbage,37.34784312,-121.86730955,,,190415-000097,1598363002000,1600986109000,Former Mexico Theater trash dumping site AGAIN,IWM-ILDM-0000053177,{989E630F-FAAB-4BEB-858B-DF8A14FA3100}
1769,1545330076000,1545854400000,WO-0000182186,1770,46409,46409,8,261044,Debris & Illegal Dumping,1545301276000,Closed,1545825600000,,37.317908,-121.793425,,,181220-000127,1598363067000,1600986109000,"Located on the side of 2721 croft drive, san jose.  Cross Street is Sebastian Borello Dr toward White Acres Dr. Picture provided. A bunch of construction related material. Concrete, woods..",IWM-ILDM-0000046409,{E735987C-582C-4CBE-BF4E-1CE413456E7C}
1770,1572959707000,1573846800000,WO-0000279154,1771,67609,67609,1,425682,Debris & Illegal Dumping,1572930907000,Closed,1573818000000,"1 Couch , 3 Mattress , 1 Other Appliances , 1 Other Furniture",37.29399551,-121.97398435,,,191105-000016,1598362409000,1600986109000,"Water heater, couch. Box spring, across the street is also a huge pile of junk.",IWM-ILDM-0000067609,{9E1ADBDB-1BDB-44F0-9178-AD5BD23D0F93}
1771,1640631506000,1640799000000,WO-0000479630,1772,125184,125184,7,896226,Debris & Illegal Dumping,1640602706000,Closed,1640770200000,,37.3192087,-121.8355554,,,211227-000248,1638223277000,1640844079000,Bikini and bayard. Shopping cart,IWM-ILDM-0000125184,{9F053604-8483-4B6A-A167-C9EE874BDD85}
1772,1449587100000,1449593100000,WO-0000001257,1773,431,431,2,,Debris & Illegal Dumping,1449558300000,Closed,1449564300000,,37.243637,-121.811568,,,,1598362734000,1600986109000,c/s Ettersberg refrigerator,IWM-ILDM-0000000431,{7F9B532C-CAD5-401A-A712-161137FC788D}
1773,1588091700000,1589388480000,WO-0000333411,1774,81110,81110,2,,Debris & Illegal Dumping,1588066500000,Closed,1589363280000,,37.226612,-121.751583,,,,1598362871000,1600986109000,On Monterey south bound north of Metcalf Rd,IWM-ILDM-0000081110,{54584536-7957-48BD-B215-DD5384D08C58}
1774,1489162980000,1490122800000,WO-0000031303,1775,12086,12086,5,,Debris & Illegal Dumping,1489134180000,Closed,1490097600000,"2 Garbage , 3 Mattress",37.3485,-121.807333,,,,1598362765000,1600986109000,mattress,IWM-ILDM-0000012086,{0968A7B4-DD5C-4DC5-B5E6-C9BE8625286E}
1775,1601307600000,1601511840000,WO-0000370559,1776,93185,93185,8,,Debris & Illegal Dumping,1601282400000,Closed,1601486640000,,37.328765,-121.822409,,,,1598911288000,1601528494000,Lots of garbage has been dumped on the cul de sac,IWM-ILDM-0000093185,{F2DEC273-AD76-460E-A077-E6019CC8276D}
1776,1529767881000,1529950286000,WO-0000129211,1777,34308,34308,9,177409,Debris & Illegal Dumping,1529742681000,Closed,1529925086000,,37.24956957,-121.90536909,,,180623-000013,1598363225000,1600986109000,"Blanket, hazardous waste",IWM-ILDM-0000034308,{133590E0-D121-4EC4-B328-9984D8037863}
1777,1637948170000,1638290820000,WO-0000473940,1778,123692,123692,3,877738,Debris & Illegal Dumping,1637919370000,Closed,1638262020000,1 General Debris,37.3574786,-121.8898578,,,211126-000078,1635717748000,1638338552000,Some of the meth heads that hang out in Bens Body Shop after hours? Dumped a bunch of junk off a truck before they left this morning,IWM-ILDM-0000123692,{80F064D7-A3F7-4348-9780-E6F8DC0F6B2F}
1778,1571697960000,1572018623000,WO-0000274580,1779,66655,66655,5,417874,Debris & Illegal Dumping,1571672760000,Closed,1571993423000,"1 Washer/Dryer, ",37.35922244,-121.83901962,,,191021-000537,1598362674000,1600986109000,Washing machine and glass container,IWM-ILDM-0000066655,{88897AEB-0D37-45D2-A1A5-3078831C7EC4}
1779,1563151487000,1563214320000,WO-0000243018,1780,59595,59595,6,361861,Debris & Illegal Dumping,1563126287000,Closed,1563189120000,"1 Couch , 1 Mattress",37.32754998,-121.916916,,,190714-000203,1598362553000,1600986109000,Illegal dumping of sofa (third time from same apartment complex),IWM-ILDM-0000059595,{57C7B429-C49F-4672-9184-6E586CD43119}
1780,1519158205000,1519343640000,WO-0000097056,1781,27059,27059,3,124040,Debris & Illegal Dumping,1519129405000,Closed,1519314840000,,37.3201613,-121.8733275,,,180220-000282,1598362494000,1600986109000,Homeless and litter are huge problem on my fence property that extends from E. Humboldt bact to Alma.,IWM-ILDM-0000027059,{6CF2DE62-CF82-412B-813B-B17D1C54DE9B}
1781,1564248088000,1564525320000,WO-0000247584,1782,60504,60504,2,369493,Debris & Illegal Dumping,1564222888000,Closed,1564500120000,,37.25074544,-121.80887125,,,190727-000090,1598362811000,1600986109000,"At the third tree on  Beswick coming off blossom hill, behind the Bush there is a bike frame and multiple wood boards.",IWM-ILDM-0000060504,{410DCD08-616A-4FD3-9E55-A78BB1169299}
1782,1667313960000,1667314800000,WO-0000541421,1783,143806,143806,8,,Debris & Illegal Dumping,1667288760000,Closed,1667289600000,1 Shopping Cart,37.297585,-121.809128,,,,1664712096000,1667329298000,Shopping cart,IWM-ILDM-0000143806,{20D3D0D2-C3E4-41CA-8B41-8A33D1BEDE53}
1783,1615440268000,1615499340000,WO-0000406728,1784,103309,103309,5,674804,Debris & Illegal Dumping,1615411468000,Closed,1615470540000,1 Other Furniture,37.351949,-121.8466315,,,210310-000819,1612879274000,1615500077000,Dresser drawer on the sidewalk,IWM-ILDM-0000103309,{13B80085-B2C9-4C8D-B75D-65C46048EC4A}
1784,1621646024000,1621958400000,WO-0000426536,1785,109149,109149,2,728432,Debris & Illegal Dumping,1621620824000,Closed,1621933200000,1 Other Appliances,37.26790947,-121.80428071,,,210521-000656,1619388108000,1622005318000,Illegal Dumping,IWM-ILDM-0000109149,{A4300D91-ED8F-4207-8EB3-6CB585CBA2F8}
1785,1522708020000,1522858560000,WO-0000107706,1786,29371,29371,7,,Debris & Illegal Dumping,1522682820000,Closed,1522833360000,,37.310021,-121.872658,,,,1598363080000,1600986109000,"Boxes of trash, tires",IWM-ILDM-0000029371,{92D8F34F-209B-44F7-9DE7-949A7528D0E1}
1786,1628205586000,1628704800000,WO-0000448938,1787,116992,116992,7,791434,Debris & Illegal Dumping,1628180386000,Closed,1628679600000,"1 Garbage , 2 TV Set",37.33275497,-121.83836423,,,210805-000697,1626127309000,1628744527000,Tv and table on sidewalk,IWM-ILDM-0000116992,{5626AE37-DC7E-475D-AC04-114849392E67}
1787,1513031649000,1513287660000,WO-0000079443,1788,23192,23192,4,91095,Debris & Illegal Dumping,1513002849000,Closed,1513258860000,"1 Garbage , 1 Universal Waste",37.4200546,-121.86552038,,,171211-000394,1598362372000,1600986109000,Someone dumped this,IWM-ILDM-0000023192,{8550F014-C527-418F-842E-2F657DE9C6E1}
1788,1614706500000,1614706560000,WO-0000404221,1789,102637,102637,7,,Debris & Illegal Dumping,1614677700000,Closed,1614677760000,1 Other Appliances,37.2800888,-121.8237218,,,,1612090899000,1614711705000,Microwave,IWM-ILDM-0000102637,{96D243C7-093F-4D9A-AF6E-FB68FE7FDA31}
1789,1463332560000,1463332620000,WO-0000012465,1790,4865,4865,5,,Debris & Illegal Dumping,1463307360000,Closed,1463307420000,,37.346082,-121.834126,,,,1598362747000,1600986109000,CS Story Rd - branches,IWM-ILDM-0000004865,{4FD35897-1015-45C1-9383-C69FCC7EC321}
1790,1658156638000,1658600460000,WO-0000519487,1791,137272,137272,1,1047575,Debris & Illegal Dumping,1658131438000,Closed,1658575260000,"1 E-waste, 3 Garbage , 4 Mattress , 1 Other Furniture , 2 Tire",37.3170992,-121.9949844,,,220718-000104,1656194487000,1658811691000,Both locations are on Doyle the mattresses are leaning against the soundwall along Doyle. The tires and garbage are on the sidewalk that goes between Doyle/Lapa and the crosswalk by I-280 entrance.,IWM-ILDM-0000137272,{1BEB92DD-C956-490E-A1AF-D33939BF6B87}
1791,1524326390000,1524501604000,WO-0000112543,1792,30526,30526,7,150072,Debris & Illegal Dumping,1524301190000,Closed,1524476404000,1 Couch,37.2877168,-121.8327231,,,180421-000018,1598362395000,1600986109000,Trash with glass shards,IWM-ILDM-0000030526,{68604433-08EB-4150-BBD1-9FDE996E619A}
1792,1577558589000,1577999220000,WO-0000295751,1793,71335,71335,2,453633,Debris & Illegal Dumping,1577529789000,Closed,1577970420000,"4 Garbage , 2 General Debris",37.24168386,-121.77861795,,,191228-000077,1598362848000,1600986109000,Illegal dumping,IWM-ILDM-0000071335,{474A8F66-F1E2-4AB3-B819-5FD0BC245588}
1793,1524242520000,1524242760000,WO-0000112355,1794,30483,30483,6,,Debris & Illegal Dumping,1524217320000,Closed,1524217560000,,37.327358,-121.95352,,,,1598363132000,1600986109000,"large white metal container (Pace) possible moving container in roadway, blocking the view of oncoming traffic",IWM-ILDM-0000030483,{E43B9B58-860C-4153-B1FB-738D4BBC9C2E}
1794,1566022204000,1566239413000,WO-0000254233,1795,61961,61961,1,381809,Debris & Illegal Dumping,1565997004000,Closed,1566214213000,1 Mattress,37.29578308,-121.9547271,,,190816-000655,1598363352000,1600986109000,Mattress on the sidewalk,IWM-ILDM-0000061961,{B8547D9D-4359-4224-AE61-561E6A258C3A}
1795,1497217560000,1497180600000,WO-0000037657,1796,14700,14700,7,,Debris & Illegal Dumping,1497192360000,Closed,1497155400000,"1 Mattress , 1 Other Appliances , 1 Refrigerator",37.295626,-121.837122,,,,1598362594000,1600986109000,"Picked up a fridge, toaster oven, and a mattress.",IWM-ILDM-0000014700,{0C55BE1A-C004-41B2-AEED-E931E911968C}
1796,1654558666000,1654638600000,WO-0000511101,1797,134815,134815,2,1011446,Debris & Illegal Dumping,1654533466000,Closed,1654613400000,"1 Couch , 1 General Debris",37.18501216,-121.75850806,,,220606-001185,1652032901000,1654650103000,3 locations of dumping. Two just east of IBM on both north and south side of Bailey. Third location is west of the hairpin on the going up the hill side.,IWM-ILDM-0000134815,{9B4D6A84-A183-45B8-A398-90169712A35F}
1797,1553216037000,1553281200000,WO-0000207040,1798,51568,51568,8,302580,Debris & Illegal Dumping,1553190837000,Closed,1553256000000,,37.31778971,-121.78814348,,,190321-000561,1598362569000,1600986109000,"Location is on D’AMICO Drive, between Lamond and Tenley",IWM-ILDM-0000051568,{92A60142-7E30-4F2A-AD4F-44C3A3F72499}
1798,1495175100000,1501969800000,WO-0000036076,1799,13983,13983,7,,Debris & Illegal Dumping,1495149900000,Closed,1501944600000,2 Yard Waste,37.306586,-121.846356,,,,1598362972000,1600986109000,Pile of yard waste. Requested pickup by District 7.,IWM-ILDM-0000013983,{4449A71A-D0AB-49F3-ACBF-750FD1449DC5}
