DATETIMERECEIVEDUTC,DATETIMECOMPLETEDUTC,WORKORDERREFNO,OBJECTID,FACILITYID,INTID,COUNCILDISTRICT,SERVICERECORDID,SERVICECATEGORY,DATETIMERECEIVED,STATUS,DATETIMECOMPLETED,DETAILSUMMARY,LATITUDE,LONGITUDE,IMAGENAME,HYPERLINK,MYSANJOSEREFNO,LASTUPDATETHIRTYDAYS,LASTUPDATE,NOTES,ENTERPRISEID,GlobalID
2021-04-08 18:49:45 America/Los_Angeles,2021-04-12 09:09:00 America/Los_Angeles,WO-0000414321,1648,105673,105673,3,695768,Debris & Illegal Dumping,2021-04-08 11:49:45 America/Los_Angeles,Closed,1618222140000,,37.34097055,-121.87530881,,,210408-000824,2021-03-13 14:01:32 America/Los_Angeles,2021-04-12 21:01:42 America/Los_Angeles,E San Fernando near 16th,IWM-ILDM-0000105673,{8DF51B05-A847-4228-94E3-4615313BFDEC}
2020-01-07 11:34:31 America/Los_Angeles,2020-04-14 09:28:00 America/Los_Angeles,WO-0000298501,1649,71986,71986,3,458406,Debris & Illegal Dumping,2020-01-07 03:34:31 America/Los_Angeles,Closed,1586860080000,,37.35873502,-121.87080044,,,200107-000214,2020-08-25 05:41:16 America/Los_Angeles,2020-09-24 14:21:49 America/Los_Angeles,Trailer people are Dumping 5 gallon Alhambra human feces into street and sewer,IWM-ILDM-0000071986,{70867E01-E606-4062-AC4E-66F25111A142}
2016-02-18 09:06:00 America/Los_Angeles,2016-02-18 13:26:00 America/Los_Angeles,WO-0000005777,1650,2040,2040,5,,Debris & Illegal Dumping,2016-02-18 01:06:00 America/Los_Angeles,Closed,1455801960000,,37.364112,-121.836256,,,,2020-08-25 05:41:15 America/Los_Angeles,2020-09-24 14:21:49 America/Los_Angeles,c/s Avenue A-  mattress- auto car seats- plastic kids toys- additional garbage at the sidewalk on Avenue A near his driveway-,IWM-ILDM-0000002040,{E2170A96-FF80-4F0A-BC2D-98E25F82199D}
2021-07-13 13:21:05 America/Los_Angeles,,WO-0000441900,1651,114546,114546,7,770992,Debris & Illegal Dumping,2021-07-13 06:21:05 America/Los_Angeles,Closed,,,37.3238637,-121.8445632,,,210713-000609,2021-06-13 10:01:56 America/Los_Angeles,2021-07-13 17:02:00 America/Los_Angeles,Y’all that work at 611 are a piece of shit just like the chief of police and the mayor this fuckin house RV Drug dealers prostitution I’ve been complaining about this fuckin house for 2 years and you Cock suckers do shit all you do is sit on cocks and s..,IWM-ILDM-0000114546,{69CC5648-841D-4099-8C2D-F6D173F59223}
2021-06-24 16:58:33 America/Los_Angeles,2021-06-25 10:17:00 America/Los_Angeles,WO-0000436638,1652,112722,112722,3,755793,Debris & Illegal Dumping,2021-06-24 09:58:33 America/Los_Angeles,Closed,1624619820000,,37.34043037,-121.8809148,,,210624-000802,2021-05-26 04:01:32 America/Los_Angeles,2021-06-25 11:01:38 America/Los_Angeles,PRIORITY- WASHING MACHINE,IWM-ILDM-0000112722,{EA8A8685-3BF2-4AD0-AC40-C97635202634}
2022-06-24 08:43:47 America/Los_Angeles,,WO-0000514789,1653,135872,135872,3,1026807,Debris & Illegal Dumping,2022-06-24 01:43:47 America/Los_Angeles,Closed,,,37.3246052,-121.8850557,,,220624-000233,2022-05-25 04:02:47 America/Los_Angeles,2022-06-24 11:02:49 America/Los_Angeles,"Trash between Duane st and 280.   Down embankment behind houses.    Battery’s, paint, propane tanks and other trash",IWM-ILDM-0000135872,{F623CE94-08FA-4842-8B10-DE3A9C46C188}
2019-06-18 14:29:56 America/Los_Angeles,2019-06-19 07:19:00 America/Los_Angeles,WO-0000234411,1654,57792,57792,10,347918,Debris & Illegal Dumping,2019-06-18 07:29:56 America/Los_Angeles,Closed,1560932340000,,37.21444612,-121.83608931,,,190618-000515,2020-08-25 05:37:16 America/Los_Angeles,2020-09-24 14:21:49 America/Los_Angeles,Trash strewn about the area of this U shaped structure. Lots of trash.,IWM-ILDM-0000057792,{2B7CA26A-B940-4519-85D4-8C8B267B4D6F}
2020-09-23 11:54:09 America/Los_Angeles,2020-09-29 08:48:00 America/Los_Angeles,WO-0000369550,1655,92909,92909,7,603518,Debris & Illegal Dumping,2020-09-23 04:54:09 America/Los_Angeles,Closed,1601372880000,,37.2800296,-121.8264357,,,200923-000319,2020-08-30 14:01:20 America/Los_Angeles,2020-09-29 21:01:27 America/Los_Angeles,Washer on curb,IWM-ILDM-0000092909,{D8BFDC60-9FF5-4B6C-9B13-7F73418D932B}
2017-03-23 07:47:00 America/Los_Angeles,2017-03-23 08:30:00 America/Los_Angeles,WO-0000032138,1656,12417,12417,4,,Debris & Illegal Dumping,2017-03-23 00:47:00 America/Los_Angeles,Closed,1490261400000,1 Construction Debris,37.386254,-121.917387,,,,2020-08-25 05:44:44 America/Los_Angeles,2020-09-24 14:21:49 America/Los_Angeles,cs Dado St large piece of granite dropped off in middle of street,IWM-ILDM-0000012417,{6C20CA7F-3943-472D-A119-3C16B52E431C}
2018-08-24 10:12:05 America/Los_Angeles,2018-08-27 12:11:00 America/Los_Angeles,WO-0000148896,1657,38982,38982,7,208155,Debris & Illegal Dumping,2018-08-24 03:12:05 America/Los_Angeles,Closed,1535375460000,"3 Garbage , 2 General Debris",37.31709502,-121.83427315,,,180824-000185,2020-08-25 05:49:06 America/Los_Angeles,2020-09-24 14:21:49 America/Los_Angeles,"garbage dumped on the curb.  suspect the homeless shelter on the other side of the wall but just a suspicion, unconfirmed.  nisich court just west of bikini intersection.",IWM-ILDM-0000038982,{7E08FA7D-75A7-46D3-B9A7-7A267FCC014A}
2021-03-09 08:38:33 America/Los_Angeles,2021-03-11 07:16:00 America/Los_Angeles,WO-0000406208,1658,103183,103183,5,673266,Debris & Illegal Dumping,2021-03-09 00:38:33 America/Los_Angeles,Closed,1615446960000,1 General Debris,37.3366334,-121.82685194,,,210309-000083,2021-02-09 14:02:16 America/Los_Angeles,2021-03-11 22:02:24 America/Los_Angeles,On the sidewalk in front for my house at 645am leaving my house someone dumped these bike parts here overnight.,IWM-ILDM-0000103183,{C1D86892-C031-442E-8422-57F796D6048B}
2021-08-06 18:58:05 America/Los_Angeles,2021-08-11 10:24:00 America/Los_Angeles,WO-0000449305,1659,117142,117142,8,792553,Debris & Illegal Dumping,2021-08-06 11:58:05 America/Los_Angeles,Closed,1628681040000,,37.33419259,-121.82997379,,,210806-000910,2021-07-12 14:01:51 America/Los_Angeles,2021-08-11 21:02:10 America/Los_Angeles,Trash left on Ocala Avenue near Overfelt High School Football Field. Pile of trash and small trailer filled with trash.,IWM-ILDM-0000117142,{2CB8F1B4-0BB6-4EF9-943D-D5522BB26274}
2021-11-04 17:02:34 America/Los_Angeles,2021-11-10 15:20:00 America/Los_Angeles,WO-0000469685,1660,122457,122457,9,862833,Debris & Illegal Dumping,2021-11-04 10:02:34 America/Los_Angeles,Closed,1636557600000,1 Couch,37.2557229,-121.8810983,,,211104-000802,2021-10-11 14:01:25 America/Los_Angeles,2021-11-10 22:01:30 America/Los_Angeles,near cherryview ln & gelia way,IWM-ILDM-0000122457,{2DEB30B3-FCEF-4798-98B1-64E22EEAA676}
2022-03-21 11:23:00 America/Los_Angeles,2022-03-23 09:28:00 America/Los_Angeles,WO-0000496477,1661,129961,129961,3,954948,Debris & Illegal Dumping,2022-03-21 04:23:00 America/Los_Angeles,Closed,1648031280000,,37.3746722,-121.9079767,,,220321-000443,2022-02-21 14:01:36 America/Los_Angeles,2022-03-23 21:01:39 America/Los_Angeles,Homeless trash dumped again,IWM-ILDM-0000129961,{AE01B6DA-5EAC-4D54-ABCB-F66424EB5BDA}
2019-01-03 08:51:00 America/Los_Angeles,2019-01-03 08:59:00 America/Los_Angeles,WO-0000184691,1662,46990,46990,2,,Debris & Illegal Dumping,2019-01-03 00:51:00 America/Los_Angeles,Closed,1546505940000,"1 General Debris , 2 Universal Waste",37.259794,-121.810717,,,,2020-08-25 05:36:28 America/Los_Angeles,2020-09-24 14:21:49 America/Los_Angeles,Sink and debris,IWM-ILDM-0000046990,{9F5CC61C-29FE-4CD5-BBBD-7DE18D0F3055}
2022-10-07 13:23:28 America/Los_Angeles,2022-10-13 13:41:00 America/Los_Angeles,WO-0000536608,1663,142408,142408,10,1114117,Debris & Illegal Dumping,2022-10-07 06:23:28 America/Los_Angeles,Closed,1665672060000,1 General Debris,37.24754,-121.846915,,,221007-000615,2022-09-13 14:02:00 America/Los_Angeles,2022-10-13 21:02:06 America/Los_Angeles,big Box full of trash weight equipment,IWM-ILDM-0000142408,{EC26110E-527D-48F4-9F92-3DFCB6942392}
2022-02-24 23:31:14 America/Los_Angeles,2022-02-25 10:22:00 America/Los_Angeles,WO-0000491723,1664,128486,128486,1,937800,Debris & Illegal Dumping,2022-02-24 15:31:14 America/Los_Angeles,Closed,1645784520000,,37.30468131,-121.96597491,,,220224-000800,2022-01-26 03:01:36 America/Los_Angeles,2022-02-25 11:01:37 America/Los_Angeles,The typical neighborhood dumping site.,IWM-ILDM-0000128486,{9D4A0C9D-2604-40E3-8523-6AFFBDEB05C4}
2021-03-05 08:48:00 America/Los_Angeles,2021-03-05 08:49:00 America/Los_Angeles,WO-0000405234,1665,102920,102920,3,,Debris & Illegal Dumping,2021-03-05 00:48:00 America/Los_Angeles,Closed,1614934140000,1 Other Furniture,37.33119785,-121.8854785,,,,2021-02-03 03:00:57 America/Los_Angeles,2021-03-05 11:01:02 America/Los_Angeles,Broken coffee table,IWM-ILDM-0000102920,{340FE69F-F7CE-4A0E-AE2B-9D1A2534439F}
2022-10-14 10:30:55 America/Los_Angeles,2022-10-17 08:27:00 America/Los_Angeles,WO-0000537795,1666,142779,142779,7,1118513,Debris & Illegal Dumping,2022-10-14 03:30:55 America/Los_Angeles,Closed,1665998820000,2 Couch,37.331649,-121.8359557,,,221014-000289,2022-09-17 14:02:02 America/Los_Angeles,2022-10-17 21:02:05 America/Los_Angeles,Couch,IWM-ILDM-0000142779,{ADCC93A7-AC4E-42CF-B1E5-053A7068C995}
2017-03-13 15:46:00 America/Los_Angeles,2017-04-07 11:00:00 America/Los_Angeles,WO-0000031472,1667,12162,12162,4,,Debris & Illegal Dumping,2017-03-13 08:46:00 America/Los_Angeles,Closed,1491566400000,2 Construction Debris,37.39807,-121.904023,,,,2020-08-25 05:39:29 America/Los_Angeles,2020-09-24 14:21:49 America/Los_Angeles,couch in street,IWM-ILDM-0000012162,{958BB7DD-5C44-4CD9-866D-E4CFC26549A5}
2018-05-17 08:52:32 America/Los_Angeles,2018-06-01 08:24:00 America/Los_Angeles,WO-0000119239,1668,32055,32055,4,161488,Debris & Illegal Dumping,2018-05-17 01:52:32 America/Los_Angeles,Closed,1527845040000,2 Couch,37.39907837,-121.86039734,,,180517-000141,2020-08-25 05:39:01 America/Los_Angeles,2020-09-24 14:21:49 America/Los_Angeles,Two couches have been on the street for several werks,IWM-ILDM-0000032055,{1D505B07-0272-46FD-91E8-9D6672A027CC}
2020-03-27 12:54:14 America/Los_Angeles,2020-04-15 09:49:00 America/Los_Angeles,WO-0000326099,1669,78521,78521,8,504327,Debris & Illegal Dumping,2020-03-27 05:54:14 America/Los_Angeles,Closed,1586947740000,"2 Garbage , 1 Other Appliances , 1 Other Furniture",37.32918532,-121.8271029,,,200327-000290,2020-08-25 05:34:09 America/Los_Angeles,2020-09-24 14:21:49 America/Los_Angeles,Across from this address near parking lot,IWM-ILDM-0000078521,{9BBF30BE-726F-44A6-8D4D-21B17F82CE1F}
2017-11-28 13:06:29 America/Los_Angeles,2017-12-04 11:47:00 America/Los_Angeles,WO-0000076663,1670,22590,22590,7,84692,Debris & Illegal Dumping,2017-11-28 05:06:29 America/Los_Angeles,Closed,1512388020000,"1 Construction Debris , 5 Garbage , 2 Hazardous Waste , 2 Other E-waste , 1 Shopping Cart",37.33550644,-121.84134674,,,171128-000364,2020-08-25 05:45:03 America/Los_Angeles,2020-09-24 14:21:49 America/Los_Angeles,Garbage dumped on parkstip On Florida by Christopher,IWM-ILDM-0000022590,{EDF54F38-6676-4B82-B5AD-C5598C5C40DD}
2019-11-25 10:55:04 America/Los_Angeles,2019-12-02 11:12:07 America/Los_Angeles,WO-0000285856,1671,69126,69126,7,437298,Debris & Illegal Dumping,2019-11-25 02:55:04 America/Los_Angeles,Closed,1575285127000,,37.31484675,-121.82749417,,,191125-000236,2020-08-25 05:35:19 America/Los_Angeles,2020-09-24 14:21:49 America/Los_Angeles,"Trash, chairs, grills, etc. on Fontaine Road near freeway wall",IWM-ILDM-0000069126,{595674DF-84E9-49F0-899C-C1FEF79529FA}
2016-07-26 09:13:00 America/Los_Angeles,2016-07-26 11:00:00 America/Los_Angeles,WO-0000016198,1672,6645,6645,7,,Debris & Illegal Dumping,2016-07-26 02:13:00 America/Los_Angeles,Closed,1469534400000,1 General Debris,37.292225,-121.818577,,,,2020-08-25 05:43:11 America/Los_Angeles,2020-09-24 14:21:49 America/Los_Angeles,cardboard boxes-,IWM-ILDM-0000006645,{B89FBC82-CDD3-45C9-8227-C5CEB9B3D454}
2018-04-06 05:41:39 America/Los_Angeles,2018-04-06 07:16:00 America/Los_Angeles,WO-0000108760,1673,29622,29622,2,143698,Debris & Illegal Dumping,2018-04-05 22:41:39 America/Los_Angeles,Closed,1523002560000,,37.24976138,-121.79859788,,,180406-000002,2020-08-25 05:42:45 America/Los_Angeles,2020-09-24 14:21:49 America/Los_Angeles,Dumped treadmill on westbound Lexington Ave. The tool does not support uploading photos of a reasonable size so none can be provided.,IWM-ILDM-0000029622,{E490CE3B-4F44-4D2A-9915-67932C5397A8}
2021-06-09 08:58:00 America/Los_Angeles,2021-06-09 09:17:00 America/Los_Angeles,WO-0000431763,1674,111013,111013,1,,Debris & Illegal Dumping,2021-06-09 01:58:00 America/Los_Angeles,Closed,1623233820000,1 Tire,37.321327,-121.982111,,,,2021-05-10 04:03:40 America/Los_Angeles,2021-06-09 11:03:46 America/Los_Angeles,Junk,IWM-ILDM-0000111013,{D0B4396E-20A0-4EDC-9564-320C3626D085}
2020-03-08 09:01:42 America/Los_Angeles,2020-03-16 08:47:00 America/Los_Angeles,WO-0000320735,1675,77286,77286,7,493716,Debris & Illegal Dumping,2020-03-08 02:01:42 America/Los_Angeles,Closed,1584352020000,"2 Mattress , 1 General Debris",37.32192999,-121.85276024,,,200308-000032,2020-08-25 05:34:09 America/Los_Angeles,2020-09-24 14:21:49 America/Los_Angeles,Cross street Oswego dr,IWM-ILDM-0000077286,{D5A2D052-5C2C-4715-885A-88B693855148}
2022-01-25 11:03:00 America/Los_Angeles,2022-01-25 11:07:00 America/Los_Angeles,WO-0000485444,1676,126705,126705,1,,Debris & Illegal Dumping,2022-01-25 03:03:00 America/Los_Angeles,Closed,1643108820000,"2 Garbage , 1 Other Furniture",37.318012,-121.969551,,,,2021-12-26 09:01:07 America/Los_Angeles,2022-01-25 17:01:08 America/Los_Angeles,"Chair, vacuum cleaner, car seat, and garbage",IWM-ILDM-0000126705,{A4A67E97-0A4F-4805-A648-822156E00D6B}
2019-12-05 23:48:39 America/Los_Angeles,2019-12-11 12:41:00 America/Los_Angeles,WO-0000289224,1677,69802,69802,5,442693,Debris & Illegal Dumping,2019-12-05 15:48:39 America/Los_Angeles,Closed,1576068060000,1 Other Furniture,37.34307788,-121.84159622,,,191205-000664,2020-08-25 05:46:17 America/Los_Angeles,2020-09-24 14:21:49 America/Los_Angeles,A mattress is illegally dumped on the sidewalk of 1000 MCCREERY Ave,IWM-ILDM-0000069802,{5886E5F3-6633-4FA3-915A-0E15BE12C4CB}
2017-12-28 11:07:00 America/Los_Angeles,2017-12-28 11:38:09 America/Los_Angeles,WO-0000082836,1678,23920,23920,6,,Debris & Illegal Dumping,2017-12-28 03:07:00 America/Los_Angeles,Closed,1514461089000,1 TV Set,37.351878,-121.922662,,,,2020-08-25 05:38:22 America/Los_Angeles,2022-02-11 11:05:19 America/Los_Angeles,large screen tv in roadway,IWM-ILDM-0000023920,{CEC6C467-07A5-45CB-A8B9-2B419C6DBAFF}
2021-05-17 18:24:45 America/Los_Angeles,2021-05-21 08:39:00 America/Los_Angeles,WO-0000425118,1679,108730,108730,7,724869,Debris & Illegal Dumping,2021-05-17 11:24:45 America/Los_Angeles,Closed,1621589940000,"2 Construction Debris , 10 Garbage , 4 General Debris , 2 Yard Waste",37.2967276,-121.82922461,,,210517-001036,2021-04-21 14:01:43 America/Los_Angeles,2021-05-21 21:01:51 America/Los_Angeles,"Some vehicles left garbage in this area , it  was in the night because here we don’t have  lights in the night",IWM-ILDM-0000108730,{6CAEB8BD-F694-4C41-B5FF-3D0B51D12347}
2018-07-30 13:21:00 America/Los_Angeles,2018-08-02 13:56:00 America/Los_Angeles,WO-0000141011,1680,37133,37133,10,,Debris & Illegal Dumping,2018-07-30 06:21:00 America/Los_Angeles,Closed,1533221760000,,37.240589,-121.880566,,,,2020-08-25 05:32:53 America/Los_Angeles,2020-09-24 14:21:49 America/Los_Angeles,shopping cart,IWM-ILDM-0000037133,{14B22864-7720-4D63-9189-D562F9D8315E}
2019-04-03 16:58:03 America/Los_Angeles,2019-04-06 07:41:00 America/Los_Angeles,WO-0000210938,1681,52435,52435,4,308767,Debris & Illegal Dumping,2019-04-03 09:58:03 America/Los_Angeles,Closed,1554540060000,3 General Debris,37.37518927,-121.86847329,,,190403-000577,2020-08-25 05:44:08 America/Los_Angeles,2020-09-24 14:21:49 America/Los_Angeles,Animal cages and bike left for about a week,IWM-ILDM-0000052435,{53E5CF44-6BAB-4E01-A601-E2C966490B3C}
2018-11-27 10:46:00 America/Los_Angeles,2018-11-27 10:50:00 America/Los_Angeles,WO-0000175836,1682,44876,44876,3,,Debris & Illegal Dumping,2018-11-27 02:46:00 America/Los_Angeles,Closed,1543315800000,1 Other Furniture,37.331475,-121.872789,,,,2020-08-25 05:48:58 America/Los_Angeles,2020-09-24 14:21:49 America/Los_Angeles,c/s Reed st furniture,IWM-ILDM-0000044876,{3739C461-0AB8-4C03-96C4-1A258EC24DAC}
2017-03-16 13:01:00 America/Los_Angeles,2017-03-16 13:47:03 America/Los_Angeles,WO-0000031684,1683,12254,12254,7,,Debris & Illegal Dumping,2017-03-16 06:01:00 America/Los_Angeles,Closed,1489675623000,1 General Debris,37.295509,-121.815576,,,,2020-08-25 05:39:31 America/Los_Angeles,2020-09-24 14:21:49 America/Los_Angeles,large stroller red,IWM-ILDM-0000012254,{AEAC4460-A0CE-4836-B913-6A81E588781B}
2018-03-17 22:44:30 America/Los_Angeles,2018-03-19 10:44:00 America/Los_Angeles,WO-0000104020,1684,28570,28570,3,135610,Debris & Illegal Dumping,2018-03-17 15:44:30 America/Los_Angeles,Closed,1521459840000,"2 Garbage , 2 General Debris",37.3218022,-121.8730273,,,180317-000202,2020-08-25 05:34:11 America/Los_Angeles,2020-09-24 14:21:49 America/Los_Angeles,Dumping behind home in alley,IWM-ILDM-0000028570,{39CF27C8-7506-4FD2-AB0F-0F71D34F707F}
2019-12-30 12:07:21 America/Los_Angeles,2020-01-02 09:15:00 America/Los_Angeles,WO-0000296153,1685,71425,71425,5,454285,Debris & Illegal Dumping,2019-12-30 04:07:21 America/Los_Angeles,Closed,1577956500000,,37.3691815,-121.8414254,,,191230-000271,2020-08-25 05:40:14 America/Los_Angeles,2020-09-24 14:21:49 America/Los_Angeles,"Bags of trash, tire",IWM-ILDM-0000071425,{1C7F6CBC-A58C-4CC1-9DDB-A4B5F93B91C4}
2022-05-25 10:10:00 America/Los_Angeles,2022-05-27 08:45:00 America/Los_Angeles,WO-0000508896,1686,134068,134068,8,,Debris & Illegal Dumping,2022-05-25 03:10:00 America/Los_Angeles,Closed,1653644700000,,37.3181791,-121.7987605,,,,2022-04-27 14:01:33 America/Los_Angeles,2022-05-27 21:01:36 America/Los_Angeles,Furniture,IWM-ILDM-0000134068,{84662199-76BB-4F76-A17B-78DD92D17DB1}
2019-07-15 07:48:00 America/Los_Angeles,2019-07-19 09:43:00 America/Los_Angeles,WO-0000243136,1687,59617,59617,10,,Debris & Illegal Dumping,2019-07-15 00:48:00 America/Los_Angeles,Closed,1563532980000,,37.243875,-121.86062,,,,2020-08-25 05:33:31 America/Los_Angeles,2020-09-24 14:21:49 America/Los_Angeles,"Soccer goal cage located near or at the sidewalk. This was emailed in, no photo.",IWM-ILDM-0000059617,{8F4CF32A-4F3D-457D-9070-8059AFD334B0}
2021-08-17 07:26:20 America/Los_Angeles,2021-08-25 08:41:00 America/Los_Angeles,WO-0000451572,1688,117730,117730,3,800495,Debris & Illegal Dumping,2021-08-17 00:26:20 America/Los_Angeles,Closed,1629884460000,,37.3504644,-121.9055008,,,210817-000078,2021-07-26 14:02:14 America/Los_Angeles,2021-08-25 21:02:23 America/Los_Angeles,Mattreas dumoed here,IWM-ILDM-0000117730,{63F0F920-9B6D-408F-949A-D1434D8B646A}
2022-02-07 15:04:40 America/Los_Angeles,2022-02-08 09:27:00 America/Los_Angeles,WO-0000488328,1689,127493,127493,10,925900,Debris & Illegal Dumping,2022-02-07 07:04:40 America/Los_Angeles,Closed,1644312420000,3 General Debris,37.2461372,-121.8502121,,,220207-000728,2022-01-09 03:01:45 America/Los_Angeles,2022-02-08 11:01:47 America/Los_Angeles,A homeless man had dumped his garbage last week.,IWM-ILDM-0000127493,{09EE3923-51B4-4BDE-A60A-10845139291E}
2022-10-24 17:32:34 America/Los_Angeles,2022-10-25 09:59:00 America/Los_Angeles,WO-0000539704,1690,143386,143386,4,1126156,Debris & Illegal Dumping,2022-10-24 10:32:34 America/Los_Angeles,Closed,1666695540000,1 Mattress,37.3705846,-121.8679199,,,221024-000961,2022-09-25 04:01:50 America/Los_Angeles,2022-10-25 11:01:54 America/Los_Angeles,Mattress on corner of Cape Horn and cape diamond,IWM-ILDM-0000143386,{EF9BE4E7-1ECE-43E6-8549-00605BADE6D8}
2016-03-02 12:46:00 America/Los_Angeles,2016-03-03 11:00:00 America/Los_Angeles,WO-0000006770,1691,2479,2479,4,,Debris & Illegal Dumping,2016-03-02 04:46:00 America/Los_Angeles,Closed,1457002800000,,37.389298,-121.855141,,,,2020-08-25 05:41:59 America/Los_Angeles,2020-09-24 14:21:49 America/Los_Angeles,c/s Morrill Ave couch,IWM-ILDM-0000002479,{6D152C21-5211-49CB-B0A9-8E9CEC99ACFF}
2019-07-13 17:15:53 America/Los_Angeles,2019-07-15 11:00:00 America/Los_Angeles,WO-0000242815,1692,59556,59556,7,361603,Debris & Illegal Dumping,2019-07-13 10:15:53 America/Los_Angeles,Closed,1563192000000,,37.28970362,-121.84189558,,,190713-000203,2020-08-25 05:47:18 America/Los_Angeles,2020-09-24 14:21:49 America/Los_Angeles,A RVs motorhomes on Southside drive and waters street are dumping olot garbage in corner by stop sign corner Southside Dr and water there dirty urine all over verry loud olot garbage they need to move from here houses smell all,IWM-ILDM-0000059556,{2F001706-07DB-481F-9136-EF12B6EDEBC9}
2017-11-30 09:53:44 America/Los_Angeles,2017-12-02 07:48:00 America/Los_Angeles,WO-0000077068,1693,22673,22673,6,85675,Debris & Illegal Dumping,2017-11-30 01:53:44 America/Los_Angeles,Closed,1512200880000,"1 Couch , 2 Universal Waste",37.3133029,-121.9162333,,,171130-000214,2020-08-25 05:37:03 America/Los_Angeles,2020-09-24 14:21:49 America/Los_Angeles,Dumped furniture,IWM-ILDM-0000022673,{7BEFB210-C200-41C8-9708-A9081007E319}
2021-03-31 15:39:12 America/Los_Angeles,2021-04-03 11:33:00 America/Los_Angeles,WO-0000412119,1694,104919,104919,2,689698,Debris & Illegal Dumping,2021-03-31 08:39:12 America/Los_Angeles,Closed,1617453180000,4 Other Furniture,37.27295832,-121.81038,,,210331-000457,2021-03-06 14:01:31 America/Los_Angeles,2021-04-05 21:01:42 America/Los_Angeles,Scheduled junk pick up did not pick up items listed. Multiple table items which were listed in junk removal. Please pick up so neighbors do not have to deal with it.,IWM-ILDM-0000104919,{9C96C92E-58AF-4582-B320-5C2AA00226C6}
2022-09-03 10:08:51 America/Los_Angeles,2022-09-08 09:08:00 America/Los_Angeles,WO-0000529444,1695,140386,140386,5,1086535,Debris & Illegal Dumping,2022-09-03 03:08:51 America/Los_Angeles,Closed,1662631680000,,37.3676591,-121.8125211,,,220903-000125,2022-08-09 14:01:33 America/Los_Angeles,2022-09-08 21:01:36 America/Los_Angeles,In front of house,IWM-ILDM-0000140386,{867807D3-0EBB-42C5-99B5-88D502D1DF59}
2018-05-08 14:26:42 America/Los_Angeles,2018-05-08 20:15:00 America/Los_Angeles,WO-0000116860,1696,31498,31498,6,157531,Debris & Illegal Dumping,2018-05-08 07:26:42 America/Los_Angeles,Closed,1525814100000,,37.3435108,-121.9150431,,,180508-000331,2020-08-25 05:45:47 America/Los_Angeles,2022-02-11 11:05:19 America/Los_Angeles,"A matrress, tires, and other debris left out on the sidewalk.",IWM-ILDM-0000031498,{1867BD60-E579-41A8-81C3-8BF5D3AADB48}
2018-04-26 07:22:20 America/Los_Angeles,2018-05-01 12:42:00 America/Los_Angeles,WO-0000114035,1697,30838,30838,7,152307,Debris & Illegal Dumping,2018-04-26 00:22:20 America/Los_Angeles,Closed,1525182120000,1 Mattress,37.30670929,-121.83346558,,,180426-000035,2020-08-25 05:42:27 America/Los_Angeles,2020-09-24 14:21:49 America/Los_Angeles,Mattress leaning against hydrant.     (FYI- I live on this block and know that the residents at this home leave things out on the curb like this illegally quite often. Perhaps even once every 2 months or so.),IWM-ILDM-0000030838,{5767862F-E131-4FFA-97B9-7FB869A18FD3}
2021-07-13 14:34:54 America/Los_Angeles,2021-07-20 12:41:00 America/Los_Angeles,WO-0000441938,1698,114565,114565,1,771098,Debris & Illegal Dumping,2021-07-13 07:34:54 America/Los_Angeles,Closed,1626788460000,,37.2978625,-121.95445118,,,210713-000717,2021-06-20 14:01:47 America/Los_Angeles,2021-07-20 21:02:04 America/Los_Angeles,Near sidewalk,IWM-ILDM-0000114565,{A3596FF9-5B1A-40D8-B228-16FA373645F1}
2022-01-07 09:50:00 America/Los_Angeles,2022-01-13 12:40:00 America/Los_Angeles,WO-0000481922,1699,125679,125679,10,,Debris & Illegal Dumping,2022-01-07 01:50:00 America/Los_Angeles,Closed,1642077600000,1 Other Furniture,37.248621,-121.87554,,,,2021-12-14 14:01:28 America/Los_Angeles,2022-01-13 22:01:32 America/Los_Angeles,"leather futon/sofa/ couch, also a piece of furniture near the mail box, tires near the curb",IWM-ILDM-0000125679,{1A70CBA9-FC88-4842-B942-12781D93BC1E}
2020-01-12 11:13:24 America/Los_Angeles,,WO-0000300646,1700,72489,72489,9,461399,Debris & Illegal Dumping,2020-01-12 03:13:24 America/Los_Angeles,Assigned,,,37.2584505,-121.9221775,,,200112-000060,2020-08-25 05:41:40 America/Los_Angeles,2020-09-24 14:21:49 America/Los_Angeles,Someone dumped an old RV at Husted and Booksin. The government workers haven’t done anything about it. I don’t think they’re capable of getting ANYTHING done.,IWM-ILDM-0000072489,{3962E527-B4E6-4E9D-9342-D0EAA88FE685}
2022-02-19 09:23:32 America/Los_Angeles,2022-03-01 07:32:00 America/Los_Angeles,WO-0000490725,1701,128206,128206,3,934192,Debris & Illegal Dumping,2022-02-19 01:23:32 America/Los_Angeles,Closed,1646119920000,,37.3451503,-121.8924793,,,220219-000051,2022-01-30 14:01:23 America/Los_Angeles,2022-03-01 22:01:27 America/Los_Angeles,Sofa and trash by 449 N. fourth,IWM-ILDM-0000128206,{06CCF5E4-482E-4798-B115-CA00AFE19449}
